,job_title,company_name,location,ctc_min(R$),ctc_max(R$),ctc_mean(R$),experience_min(years),experience_required(years),experience_mean(years),posted(days)
932,Marketing Associate,Gem Stone Impex,"South, Gurgaon, Delhi",14706.0,19118.0,16912.0,0,2,1.0,7
933,Business Development Associate,Airblack,Noida,17647.0,23529.0,20588.0,0,2,1.0,14
934,Business Development Associate,Masterpiece,"Mumbai, Thane, Navi Mumbai",11765.0,14706.0,13235.0,0,2,1.0,14
935,Senior Business Development Associate,CATKing Educare,Mumbai,17647.0,23529.0,20588.0,0,2,1.0,14
936,Post Sales,Pregrad,Noida,20588.0,26471.0,23529.0,0,2,1.0,14
937,Education Couselor - Mumbai,Jamboree Education Private Limited,Mumbai,11765.0,29412.0,20588.0,0,5,2.5,14
938,Business Manager,Saroj Education Group,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,21
939,Telecaller,Cygnus Information Solutions Private Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,7
940,Business Development Executive,Anteelo Design Private Limited,Delhi,11765.0,14706.0,13235.0,0,2,1.0,14
941,Business Development Executive,Saroj Education Group,Delhi,11765.0,23529.0,17647.0,0,2,1.0,21
942,Business Development Executive,Saroj Education Group,Delhi,11765.0,23529.0,17647.0,0,2,1.0,21
943,Corporate Sales Executive,ChipBucket Solution Private Limited,Ahmedabad,14706.0,23529.0,19118.0,0,2,1.0,21
944,Business Development Associate,Faclon,Mumbai,17647.0,23529.0,20588.0,0,2,1.0,14
945,Corporate Sales Manager,Krenai,"Delhi, Gurgaon",17647.0,26471.0,22059.0,0,2,1.0,14
946,Corporate Sales Executive,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
947,Jewellery Pasting,Photo Jewels,Palampur,11765.0,17647.0,14706.0,0,2,1.0,21
948,Inside Sales Executive,Vritti Solution Limited,Mumbai,11765.0,12941.0,12353.0,0,2,1.0,7
949,Junior Program Advisor - US Sales,Interview Kickstart,Work from home,23529.0,29412.0,26471.0,0,5,2.5,5
950,Business Development Executive,CloudShope Technologies Private Limited,Noida,11765.0,15529.0,13647.0,0,2,1.0,21
951,Sales Associate,Milagro Universe,Mumbai,11765.0,29412.0,20588.0,0,5,2.5,21
952,Content Writer,QuadB Tech,Ludhiana,11765.0,0.0,5882.0,0,2,1.0,7
953,Marketing Executive,MyFitSoul Technologies Private Limited,Delhi,11765.0,12706.0,12235.0,0,2,1.0,7
954,Sales Executive,Saroj Education Group,Delhi,11765.0,23529.0,17647.0,0,2,1.0,21
955,Corporate Sales Executive,Brandsun Promotion,Delhi,14706.0,29412.0,22059.0,0,5,2.5,7
956,Admission Counselor,Designup UI/UX Institute,Mumbai,12353.0,14118.0,13235.0,0,2,1.0,14
957,Business Developer,Saroj Education Group,Delhi,11765.0,23529.0,17647.0,0,2,1.0,21
958,Business Development Associate,Software At Work,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,14
959,Academic Content Writer,D-Vivid Consultant,Ahmedabad,20000.0,26471.0,23235.0,0,2,1.0,14
960,Sales Executive,AajNeeti,Noida,11765.0,23529.0,17647.0,0,2,1.0,14
961,Business Development Associate,Chemey Techsolutions LLP,Ahmedabad,14706.0,20588.0,17647.0,0,2,1.0,21
962,Business Development Executive,Cygnus Information Solutions Private Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
963,Business Development Executive,Ukiyo Stays,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
964,Digital Marketing Executive,QuadB Tech,Ludhiana,11765.0,0.0,5882.0,0,2,1.0,7
965,Sales Manager,Astro Arun Pandit,Noida,17647.0,20588.0,19118.0,0,2,1.0,14
966,Business Development Executive,Ditya Software Services Private Limited,Bangalore,14118.0,0.0,7059.0,0,2,1.0,7
967,Marketing Manager,Tasuvure,Delhi,14706.0,23529.0,19118.0,0,2,1.0,7
968,Corporate Sales Executive,Catalysts.Team,Bangalore,14706.0,17647.0,16176.0,0,2,1.0,7
969,Communications Executive,SoTrue By Innprove Software Private Limited,Bangalore,14118.0,20588.0,17353.0,0,2,1.0,14
970,Field Sales Associate,DELTON CABLES LIMITED,Bhubaneswar,11765.0,14118.0,12941.0,0,2,1.0,14
971,College Coordinator,IIDE Education Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
972,Marketing Associate,Saroj Education Group,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,7
973,Business Development Associate,Zylu Business Solutions Private Limited,Bangalore,17647.0,28235.0,22941.0,0,2,1.0,7
974,Business Development Associate,PJS Mortgages And Loans,Work from home,14118.0,0.0,7059.0,0,2,1.0,4
975,Corporate Sales Executive,Wagkart Pet Services,Noida,11765.0,14118.0,12941.0,0,2,1.0,7
976,Business Development Executive (Education Counselor),IIDE Education Private Limited,Mumbai,17647.0,24706.0,21176.0,0,2,1.0,7
977,Copywriter,IMAGOS,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
978,Guest Relationship Executive,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
979,Marketing Planner,Talent Corner HR Services,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,14
980,Email Marketing Specialist,Talent Corner HR Services,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,14
981,Salon Manager,INFINITIO TECHNOLOGY SOLUTIONS PRIVATE LIMITED,Jaipur,11765.0,17647.0,14706.0,0,2,1.0,14
982,Business Development Manager,Pixel'O'Media,Jaipur,12706.0,17647.0,15176.0,0,2,1.0,14
983,Client Relationship Executive,Wagkart Pet Services,Noida,14118.0,17647.0,15882.0,0,2,1.0,7
984,Marketing Manager - Franchisee,Talent Corner HR Services,Mumbai,17647.0,29412.0,23529.0,0,5,2.5,14
985,Sales And Marketing Trainee,Light And Shadow,Delhi,11765.0,26471.0,19118.0,0,2,1.0,14
986,Graphics Designer,Ally Digital Media,"Mumbai, Thane",17647.0,24706.0,21176.0,0,2,1.0,7
987,Junior Corporate Sales Associate,Fabulous Media Private Limited,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,14
988,Executive Assistant,IG Drones,Bhubaneswar,17647.0,0.0,8824.0,0,2,1.0,14
989,Architect,Seed And Sky Design,Delhi,11765.0,19765.0,15765.0,0,2,1.0,21
990,Digital Marketing - Client Servicing Associate,Vritti Solution Limited,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,7
991,Customer Success Associate,TransportSimple,Bangalore,17647.0,29412.0,23529.0,0,5,2.5,7
992,Business Development Associate,Intigly Private Limited,Delhi,17647.0,29412.0,23529.0,0,5,2.5,7
993,Sourcing Manager Cum Fashion Designer,Teakwood Leathers,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,7
994,Junior Policy Research Associate,Chanakya Forum,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
996,Office Admin,HaleForm Technology Solutions (OPC) Private Limited,"Noida, Delhi, Ghaziabad, Greater Noida",11765.0,0.0,5882.0,0,2,1.0,7
997,Female Telecaller,NGOGURU.net,Delhi,11765.0,0.0,5882.0,0,2,1.0,21
998,Architect,Pankaj Chiraniya,Akola,11765.0,17647.0,14706.0,0,2,1.0,21
999,Office Executive,Society For Education And Environmental Training SEET,Gurgaon,14706.0,21176.0,17941.0,0,2,1.0,14
1000,Office Cum Personal Assistant,EMAR Group,Kochi,11765.0,12941.0,12353.0,0,2,1.0,21
1001,Administration Executive,Lazy Yatra,Jaipur,11765.0,0.0,5882.0,0,2,1.0,7
1002,Digital Marketing Executive,Digioutreach,"Thane, Mumbai",11765.0,14706.0,13235.0,0,2,1.0,7
1003,Customer Experience Manager,GoComet,Mumbai,23529.0,32353.0,27941.0,0,5,2.5,7
1004,Business Development Representative,Koot,Bangalore,21176.0,28235.0,24706.0,0,2,1.0,7
1005,Social Media Manager,PassionMojo Private Limited,Navi Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
1006,Management Trainee (Media Sales),Vritti Solution Limited,Mumbai,14118.0,16471.0,15294.0,0,2,1.0,7
1007,Customer Success Manager,SoTrue By Innprove Software Private Limited,Bangalore,14118.0,17647.0,15882.0,0,2,1.0,7
1008,Business Communication Specialist,SoTrue By Innprove Software Private Limited,Bangalore,14118.0,21176.0,17647.0,0,2,1.0,7
1009,Social Media Marketing,Nutroactive Industries Private Limited,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,7
1010,Management Trainee,Biomaterial Pioneer Limited (FIIBA),Indore,12706.0,17647.0,15176.0,0,2,1.0,14
1011,Medical Officer,GP CONSULTANCY,"Panipat, Bathinda, Karnal",38824.0,56471.0,47647.0,0,5,2.5,7
1012,Customer Relationship Executive,Upstep Academy,Mumbai,14706.0,20588.0,17647.0,0,2,1.0,21
1013,Business Development Executive,Ubergrad India Private Limited,Hyderabad,17647.0,35294.0,26471.0,0,5,2.5,21
1014,Interior Designer,Travos Venture,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,7
1015,Telecaller,The Crayons School,Noida,11765.0,12941.0,12353.0,0,2,1.0,21
1016,Marketing Lead,Breakout,Bangalore,21176.0,35294.0,28235.0,0,5,2.5,7
1017,Junior Corporate Sales Executive,FlyMasters Abroad Education Consultants,Hyderabad,11765.0,11765.0,11765.0,0,2,1.0,7
1018,Desktop Support Admin,Bonanza Portfolio Limited,Navi Mumbai,20588.0,21765.0,21176.0,0,2,1.0,14
1019,Associate- Marketing Communications,The Sunflower Seeds,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,14
1020,Customer Success Executive (Tamil & English Process),SuperNova,Bangalore,11765.0,23529.0,17647.0,0,2,1.0,7
1021,Social Media Marketing Manager,Lazy Yatra,Jaipur,11765.0,0.0,5882.0,0,2,1.0,7
1022,Social Media Marketing Executive,Psy Global It Solutions Private Limited,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,7
1023,Business Development Associate - Sales,GoCinQ Trainings Private Limited,Hyderabad,11765.0,23529.0,17647.0,0,2,1.0,7
1024,Customer Experience Executive,BookMyShow,Mumbai,11765.0,13529.0,12647.0,0,2,1.0,14
1025,Back Office Executive,Softcell Technologies Limited,"Thane, Navi Mumbai, Mumbai, Kurla",11765.0,12353.0,12059.0,0,2,1.0,14
1026,Executive - Ad Operations,BookMyShow,Mumbai,16471.0,22353.0,19412.0,0,2,1.0,21
1027,Assistant Visual Merchandiser,NVISAGE,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
1028,Interior Designer,Shubhvastu Interior Design Studio,Rohtak,11765.0,17647.0,14706.0,0,2,1.0,14
1029,Business Development Executive,UFaber Edutech,Bangalore,17647.0,23529.0,20588.0,0,2,1.0,14
1030,Event Management Associate,Analystt.ai,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,14
1031,Business Development Associate,Livofy,Gurgaon,17647.0,23529.0,20588.0,0,2,1.0,21
1032,Associate Consultant,AdyatanTech,Hyderabad,17647.0,19118.0,18382.0,0,2,1.0,5
1033,Sales Executive,Boz,Bangalore,17647.0,21176.0,19412.0,0,2,1.0,14
1034,Corporate Sales Manager,DBG TECH SOLUTIONS,Mumbai,12000.0,14706.0,13353.0,0,2,1.0,14
1035,Operations (Female With Good Handwriting),NGOGURU.net,Delhi,11765.0,0.0,5882.0,0,2,1.0,14
1036,Community Manager - Operations/Customer Success,AppVersal,"Noida, Delhi",11765.0,23529.0,17647.0,0,2,1.0,14
1037,Business Development Executive,Greentech Engineers,Pune,14118.0,17647.0,15882.0,0,2,1.0,7
1038,Junior Graphic Designer,Agranee Events,Pune,11765.0,13176.0,12471.0,0,2,1.0,7
1039,Appointment Setter - Social Media Outreach Specialist,Gholya Enterprises,Work from home,11765.0,14706.0,13235.0,0,2,1.0,2
1040,Front Desk Executive,Qlearncept,Hyderabad,14118.0,17647.0,15882.0,0,2,1.0,7
1041,Corporate Sales Executive,Krenai,"Delhi, Gurgaon",11765.0,23529.0,17647.0,0,2,1.0,14
1042,Customer Service Executive,GetWork,"Delhi, Gurgaon",14118.0,16941.0,15529.0,0,2,1.0,14
1043,Social Media Marketing Executive,Erikka India,Noida,20588.0,29412.0,25000.0,0,5,2.5,7
1044,Unit Manager,The HR Mindset Corporate Service Private Limited,Mumbai,17647.0,23529.0,20588.0,0,2,1.0,21
1045,Assistant Founder Office,Caretcloud Technologies Private Limited,Bangalore,20588.0,26471.0,23529.0,0,2,1.0,21
1046,Digital Marketer,Fabulous Media Private Limited,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,14
1047,Business Development Manager (B2B),Jamboree Education Private Limited,"Navi Mumbai, Mumbai",23529.0,47059.0,35294.0,0,5,2.5,14
1048,Junior AR Caller,Levich Solutions Private Limited,Bangalore,17647.0,20588.0,19118.0,0,2,1.0,7
1049,Junior Operations Associate,Unibots,Delhi,17647.0,23529.0,20588.0,0,2,1.0,14
1050,Digital Marketing Executive,Talent Corner HR Services,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,14
1051,Business Development Executive,Kapable.club,Delhi,29412.0,47059.0,38235.0,0,5,2.5,7
1052,Graphic Designer And Visualiser,PassionMojo Private Limited,Mumbai,14118.0,26471.0,20294.0,0,2,1.0,14
1053,Operations Executive,Centre For Investment Education And Learning Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,14
1054,Graphic Designer,QuadB Tech,Ludhiana,11765.0,0.0,5882.0,0,2,1.0,14
1055,Assistant Manager - Social Media Content And Video Editing,Breakthrough Technologies,Jaipur,11765.0,17647.0,14706.0,0,2,1.0,14
1056,Photo Editor,Impresio Studio,Noida,11765.0,14118.0,12941.0,0,2,1.0,21
1057,Event Management Specialist,Buddha Education Association Incorporation,Pune,29412.0,41176.0,35294.0,0,5,2.5,7
1058,Digital Marketing Analyst,HiveMinds Innovative Market Solutions Private Limited,Mumbai,20588.0,26471.0,23529.0,0,2,1.0,21
1059,Trainee Copywriter,QuantumLink Communications Private Limited,Mumbai,15529.0,23529.0,19529.0,0,2,1.0,21
1060,Human Resources (HR) Executive,Lazy Yatra,Jaipur,11765.0,0.0,5882.0,0,2,1.0,7
1061,Junior Search Engine Optimization (SEO) Associate,Zedex Info Private Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
1062,Junior Social Media Marketing Associate,The S Studio,Chennai,11765.0,14118.0,12941.0,0,2,1.0,7
1063,Content Writers/Creators,InTake Media,Jaipur,11765.0,11765.0,11765.0,0,2,1.0,14
1064,Media Buying Executive/Fresher,Purple Thinkers,Gurgaon,11765.0,13529.0,12647.0,0,2,1.0,14
1065,Operations Associate,Freo,Bangalore,14706.0,20588.0,17647.0,0,2,1.0,14
1066,Social Media And Content Executive,Mirats Insights,Mumbai,11765.0,16471.0,14118.0,0,2,1.0,21
1067,Marketing Associate,Milagro Universe,Mumbai,11765.0,20588.0,16176.0,0,2,1.0,14
1068,Social Media Manager,PassionMojo Private Limited,Vashi Navi Mumbai,14706.0,20588.0,17647.0,0,2,1.0,14
1069,Study Abroad Executive,CATKing Educare,Mumbai,17647.0,23529.0,20588.0,0,2,1.0,21
1070,Human Resources Recruiter,BDNT Labs Private Limited,Adilabad,11765.0,14118.0,12941.0,0,2,1.0,21
1071,Junior Social Media Marketing Executive,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
1072,Female Required For Social Media Marketing,NGOGURU.net,Delhi,11765.0,0.0,5882.0,0,2,1.0,21
1073,Content Writer,IMARC Services Private Limited,Noida,17647.0,20588.0,19118.0,0,2,1.0,7
1074,Trip Planner/Holiday Expert,Seventh Sky Tours,Mumbai,14706.0,23529.0,19118.0,0,2,1.0,14
1075,HR Recruiter (BPO),TheCoinRepublic,Bhopal,11765.0,26471.0,19118.0,0,2,1.0,7
1076,Business Development Associate,Astro Arun Pandit,"Kanpur Dehat, Noida",11765.0,14706.0,13235.0,0,2,1.0,14
1077,Human Resources (HR) Executive,TheCoinRepublic,Bhopal,11765.0,18824.0,15294.0,0,2,1.0,7
1078,Junior Graphic Designer,Fabulous Media Private Limited,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,7
1079,Junior Travel & Tourism Executive,Talent Corner HR Services,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,14
1080,Graphic Designer,Creafinity LLP,Pune,11765.0,21176.0,16471.0,0,2,1.0,7
1081,Content & E-commerce Management Executive,Uboard India Limited,Delhi,14118.0,17647.0,15882.0,0,2,1.0,14
1082,Customer Support Executive (Sales & Service),Offcom Systems Private Limited,"Delhi, Noida",11765.0,17647.0,14706.0,0,2,1.0,14
1083,Business Development Manager,Milagro Universe,Mumbai,23529.0,7059.0,15294.0,0,5,2.5,21
1084,Digital Marketing Trainee,Creatiwise,Mumbai,11765.0,12353.0,12059.0,0,2,1.0,14
1085,Business Development Executive,Bettr My Health,Mumbai,14118.0,14706.0,14412.0,0,2,1.0,21
1086,Corporate Sales Executive,AppVersal,"Noida, Delhi",11765.0,17647.0,14706.0,0,2,1.0,14
1087,Content Writer,Kapable.club,Delhi,17647.0,28235.0,22941.0,0,2,1.0,7
1088,Junior Media & Public Relations (PR) Executive,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
1089,Video Editor/Creator,InTake Media,Jaipur,11765.0,11765.0,11765.0,0,2,1.0,14
1090,Front Office Executive,Offcom Systems Private Limited,Noida,11765.0,17647.0,14706.0,0,2,1.0,14
1091,Corporate Sales Exective,Khushii,"South East, Delhi, South, Faridabad, Greater Noida, Noida",11765.0,17647.0,14706.0,0,2,1.0,21
1092,Business Development Associate,SuperNova,Bangalore,17647.0,29412.0,23529.0,0,5,2.5,14
1093,Human Resources (HR) Executive - RECRUITMENT,Talent Corner HR Services,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
1094,Social Media Designer,D-Vivid Consultant,Ahmedabad,20588.0,23529.0,22059.0,0,2,1.0,14
1095,Junior Associate - Talent Acquisition,IIDE Education Private Limited,Mumbai,14706.0,17647.0,16176.0,0,2,1.0,7
1096,Project Coordinator,Career Connect Global,Jaipur,11765.0,14118.0,12941.0,0,2,1.0,21
1097,Business Development Executive,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
1098,Industrial And Production Engineer,SynThera Biomedical Private Limited,Vasai,14706.0,24706.0,19706.0,0,2,1.0,21
1099,Marketing And Operations Generalist,Salty,Delhi,17647.0,20588.0,19118.0,0,2,1.0,14
1100,Sales Executive (Female),Impresio Studio,Noida,11765.0,23529.0,17647.0,0,2,1.0,21
1101,Production Executive-Jewelry,Madiha Jaipur,Jaipur,11765.0,18824.0,15294.0,0,2,1.0,14
1102,Buying Executive,Crossing Hurdles,Gurgaon,11765.0,0.0,5882.0,0,2,1.0,14
1103,Assistant Professor (Electrical Engineering),Future Skills,Hyderabad,17647.0,0.0,8824.0,0,2,1.0,7
1104,Executive Manager,Tasuvure,Delhi,23529.0,26471.0,25000.0,0,2,1.0,7
1105,Content Writer,Caresoft Systems Private Limited,Mira Bhayandar,11765.0,14118.0,12941.0,0,2,1.0,14
1106,Human Resources (HR) Associate,Artium Academy,Mumbai,11765.0,19118.0,15441.0,0,2,1.0,7
1107,Business Development Executive,Fervour Technologies Private Limited,"Bangalore, Hyderabad",13176.0,0.0,6588.0,0,2,1.0,7
1108,Administration Manager,SRN CAPITAL DISTRIBUTION SERVICES PVT. LTD.,Ghaziabad,11765.0,0.0,5882.0,0,2,1.0,21
1109,Electrical Engineering Teacher,Future Skills,Hyderabad,17647.0,0.0,8824.0,0,2,1.0,7
1110,Photo-Video Editor,Surgifab Trading Corp.,Lucknow,11765.0,17647.0,14706.0,0,2,1.0,14
1111,Relationship Manager,Moti Mahal Delux (Fine Dining Services),Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,21
1112,Associate Content Writer,The HR Mindset Corporate Service Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
1113,3D Animator,IDZ Digital Private Limited,"Dombivili, Panvel, Thane, Navi Mumbai, Kalyan, Mumbai",11765.0,17647.0,14706.0,0,2,1.0,7
1114,Executive Assistant & Communications Coordinator,EVCFinder (Alphaexponential Solutions LLP),Pune,11765.0,14706.0,13235.0,0,2,1.0,7
1115,Marketing Manager,Talent Corner HR Services,Mumbai,23529.0,35294.0,29412.0,0,5,2.5,14
1116,Sales Executive,UFaber Edutech,"Noida, Kurla, Mumbai, Bangalore",17647.0,23529.0,20588.0,0,2,1.0,14
1117,Social Media Specialist,Talent Corner HR Services,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,14
1118,Digital Marketing Executive,Be Better Personal Care Private Limited,Bangalore,14706.0,16176.0,15441.0,0,2,1.0,14
1119,Junior Mechanical Engineer,Meera Cleanfuels Limited,Nashik,11765.0,12941.0,12353.0,0,2,1.0,14
1120,Executive Assistant,Tasuvure,Delhi,23529.0,35294.0,29412.0,0,5,2.5,7
1121,Jewelry Designer,Crossing Hurdles,Gurgaon,17647.0,35294.0,26471.0,0,5,2.5,14
1122,B2B Sales Associate,Silver Horse Ventures,Pune,12353.0,14706.0,13529.0,0,2,1.0,21
1123,PLC Programmer And Automation Engineer,AshtaTech,Nagpur,11765.0,17647.0,14706.0,0,2,1.0,14
1124,Assistant Manager - Marketing,NEXT IAS,Delhi,32353.0,50000.0,41176.0,0,5,2.5,7
1125,Digital Marketing Executive,Plan A Plant,Hyderabad,11765.0,17647.0,14706.0,0,2,1.0,7
1126,Graphic Artist,IDZ Digital Private Limited,"Thane, Navi Mumbai, Kalyan, Mumbai, Dombivili",11765.0,17647.0,14706.0,0,2,1.0,14
1127,Operations Specialist,Buddha Education Association Incorporation,"Pune, Mumbai",29412.0,47059.0,38235.0,0,5,2.5,7
1128,IT Recruitment Planner,Talent Corner HR Services,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,7
1129,Campus Recruitment Planner,Talent Corner HR Services,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,14
1130,Medical Recruitment Planner,Talent Corner HR Services,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,7
1131,Senior Management Hiring Planner,Talent Corner HR Services,Mumbai,17647.0,35294.0,26471.0,0,5,2.5,14
1132,Interior Designer,Spaces Talk,Delhi,11765.0,23529.0,17647.0,0,2,1.0,14
1133,Franchisee Compliance Officer,Talent Corner HR Services,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,14
1134,Business Operations Specialist,"ZettaBlock (San Francisco, United States)",Work from home,11765.0,20588.0,16176.0,0,2,1.0,5
1135,Legal Contract Specialist,Talent Corner HR Services,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,14
1136,Media Recruitment Planner,Talent Corner HR Services,Mumbai,11765.0,29412.0,20588.0,0,5,2.5,7
1137,Video Editor,Jaipur Film Company,Jaipur,14118.0,17647.0,15882.0,0,2,1.0,21
1138,Digital Marketing Specialist,Art Attack Animation,Delhi,16235.0,17647.0,16941.0,0,2,1.0,14
1139,Digital Marketing Associate,Onavid Digital,Pune,11765.0,17647.0,14706.0,0,2,1.0,21
1140,Financial & Legal Sector Hiring Manager,Talent Corner HR Services,Mumbai,17647.0,29412.0,23529.0,0,5,2.5,14
1141,Demand And Lead GEnerator,Metriqe Solutions Private Limited,Chennai,11765.0,17647.0,14706.0,0,2,1.0,14
